,Player Name,Salary,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Total Minutes,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
200,Davion Mitchell,4833600,PG,24,SAC,80,9,18.1,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,1447,9.4,0.545,0.494,0.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3
201,Johnny Davis,4810320,SG,20,WAS,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,423,7.2,0.446,0.409,0.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,-0.6,0.3,-0.3,-0.033,-5.8,-1.7,-7.4,-0.6
202,Ty Jerome,4728948,SG,25,GSW,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,816,12.8,0.594,0.372,0.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.1,0.3,-0.8,0.3
203,Jalen Smith,4670160,C,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0.0
204,Ziaire Williams,4591680,SF,21,MEM,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,561,7.4,0.511,0.495,0.112,3.0,11.9,7.5,8.2,1.2,1.0,15.2,18.0,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5
205,Ousmane Dieng,4569840,PF,19,OKC,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,569,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2
206,Jeff Green,4500000,PF,36,DEN,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4.0,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,1091,11.0,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,0.074,-2.4,-1.0,-3.4,-0.4
207,Donte DiVincenzo,4500000,SG,26,GSW,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,1894,12.8,0.593,0.7,0.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,0.106,-0.6,1.3,0.7,1.3
208,Devin Vassell,4437000,SG,22,SAS,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,1178,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7
209,Matisse Thybulle,4379526,SF-SG,25,PHI/POR,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,1200,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4
210,Jarred Vanderbilt,4374000,PF,23,LAL/UTA,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,1879,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5
211,James Bouknight,4362240,SG,22,CHO,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,515,6.2,0.463,0.565,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.04,-5.4,-1.1,-6.5,-0.6
212,Brandon Clarke,4343919,PF,26,MEM,56,8,19.5,4.1,6.2,0.656,0.0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,1090,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,0.8,1.8,2.5,1.3
213,Jalen Williams,4341480,SG,21,OKC,75,62,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3
214,Grant Williams,4306281,PF,24,BOS,79,23,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1.0,1.3,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5
215,Darius Bazley,4264628,C,22,OKC/PHO,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,616,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,0.1,0.9,1.0,0.078,-2.0,1.0,-1.0,0.2
216,Tyrese Haliburton,4215120,PG,22,IND,56,56,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,1883,23.6,0.624,0.478,0.239,1.9,10.1,6.0,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7.0,0.2,7.2,4.4
217,Nassir Little,4171548,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,976,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.4,-3.0,-0.3
218,Jalen Duren,4124280,C,19,DET,67,31,24.9,3.9,5.9,0.648,0.0,0.0,0.0,3.9,5.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,1670,17.3,0.655,0.005,0.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,0.129,-0.4,-0.4,-0.8,0.5
219,Gorgui Dieng,4105236,C,33,SAS,31,1,11.5,1.5,3.8,0.385,0.7,2.4,0.28,0.8,1.4,0.571,0.474,0.3,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1.0,1.8,3.9,358,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0.0,0.001,-4.0,0.1,-3.9,-0.2
220,Justise Winslow,4097561,PF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,776,9.3,0.466,0.227,0.141,7.2,14.3,10.7,17.2,1.9,1.3,17.0,14.2,-0.1,0.5,0.4,0.022,-3.4,0.6,-2.8,-0.2
221,Dylan Windler,4037277,SF,26,CLE,3,0,3.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,10,19.0,0.833,0.667,0.0,0.0,0.0,0.0,15.2,5.0,0.0,25.0,17.9,0.0,0.0,0.0,0.149,3.2,3.5,6.7,0.0
222,Stanley Johnson,4022164,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,469,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.076,-0.8,-0.2,-1.0,0.1
223,George Hill,4000000,PG-SG,36,MIL/IND,46,1,18.1,1.7,3.6,0.47,0.7,2.1,0.358,1.0,1.5,0.62,0.572,0.9,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5.0,834,10.6,0.61,0.572,0.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.107,-2.4,0.9,-1.5,0.1
224,Terence Davis,4000000,SG,25,SAC,64,5,13.1,2.4,5.7,0.423,1.4,3.8,0.366,1.0,1.9,0.537,0.545,0.5,0.7,0.791,0.3,1.9,2.2,1.0,0.7,0.2,0.8,1.6,6.7,841,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0.0,0.9,0.9,0.054,-1.3,-0.3,-1.5,0.1
225,Chris Duarte,3936960,SF,25,IND,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,897,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,-0.5,0.4,0.0,-0.003,-2.9,-1.6,-4.5,-0.6
226,Alex Len,3918600,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,161,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4.0,-0.1
227,Ochai Agbaji,3918360,SG,22,UTA,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,1209,9.5,0.561,0.591,0.179,3.9,6.9,5.4,7.5,0.6,1.0,9.0,15.8,0.9,0.4,1.3,0.053,-1.7,-1.4,-3.0,-0.3
228,Jordan Poole,3901399,PG,23,GSW,82,43,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,2458,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1
229,Keldon Johnson,3873024,SF,23,SAS,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,2063,15.3,0.551,0.366,0.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,0.7,0.5,1.3,0.03,0.7,-2.5,-1.8,0.1
230,James Johnson,3841067,PF,35,IND,18,1,9.0,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,162,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1
231,Aaron Nesmith,3804360,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,1816,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4
232,Moses Moody,3740160,SG,20,GSW,63,3,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,817,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,0.7,0.6,1.3,0.076,-1.7,-0.9,-2.6,-0.1
233,Mark Williams,3722040,C,21,CHO,43,17,19.3,3.7,5.8,0.637,0.0,0.0,,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,828,19.8,0.659,0.0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12.0,17.0,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4
234,Cole Anthony,3613680,PG,22,ORL,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,1552,16.0,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,0.7,0.5,1.3,1.3
235,Corey Kispert,3552840,SF,23,WAS,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,2093,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2
236,AJ Griffin,3536160,SF,19,ATL,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,1401,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4
237,Mike Muscala,3500000,C,31,BOS/OKC,63,9,15.0,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,945,13.0,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4
238,Georges Niang,3465000,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,1512,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1.0,0.9,9.4,17.0,1.1,1.4,2.5,0.078,-0.4,-1.0,-1.4,0.2
239,Isaiah Stewart,3433320,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2.0,0.068,-1.0,-1.1,-2.1,0.0
240,Chuma Okeke,3433320,SF,24,ORL,27,8,19.2,1.6,4.5,0.352,1.0,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,518,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0.0,0.6,0.7,0.061,-2.4,0.8,-1.6,0.1
241,Amir Coffey,3395062,SF,25,LAC,50,9,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1.0,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,625,7.0,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,0.033,-4.3,-0.7,-5.0,-0.5
242,Tari Eason,3359160,PF,21,HOU,82,5,21.5,3.6,8.0,0.448,0.7,2.1,0.343,2.9,6.0,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3,1767,15.2,0.525,0.261,0.22,12.0,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.07,-1.3,-0.4,-1.7,0.1
243,Aleksej Pokusevski,3261480,PF,21,OKC,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,701,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,0.066,-1.0,1.0,0.0,0.3
244,Simone Fontecchio,3205128,SF,27,UTA,52,6,14.7,2.2,6.0,0.369,1.2,3.7,0.33,1.0,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,766,8.0,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3.0,-2.1,-5.2,-0.6
245,Andre Drummond,3200000,C,29,CHI,67,0,12.7,2.5,4.1,0.606,0.0,0.0,0.0,2.5,4.0,0.613,0.606,1.0,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,849,20.8,0.606,0.011,0.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21.0,0.8,2.0,2.8,0.159,-1.2,0.5,-0.8,0.3
246,Dalen Terry,3191400,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,214,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0.0,0.1
247,Sterling Brown,3122602,SF,27,LAL,4,0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,24,7.0,0.0,0.5,0.0,13.9,21.6,17.8,9.4,5.9,0.0,0.0,7.0,0.0,0.1,0.0,0.04,-7.7,4.3,-3.3,0.0
248,Josh Green,3098400,SG,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,1539,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,-1.9,-0.6,-2.4,-0.2
249,Jake LaRavia,3047640,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,414,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2
250,Tre Mann,3046200,PG,21,OKC,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,1183,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3.0,-1.0,-3.9,-0.6
251,Kevin Knox,3000000,SF-PF,23,DET/POR,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4
252,Saddiq Bey,2959080,SF,23,DET/ATL,77,37,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,2129,14.6,0.564,0.5,0.285,5.0,14.0,9.4,8.1,1.6,0.5,7.0,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9
253,Malaki Branham,2925600,SG,19,SAS,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,1550,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1.0,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3.0,-2.1,-5.2,-1.3
254,Joe Wieskamp,2909261,SF,23,TOR,9,0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.321,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,50,-0.4,0.321,0.857,0.0,0.0,9.8,4.5,7.4,0.0,0.0,6.7,12.8,-0.1,0.0,-0.1,-0.076,-7.0,-3.6,-10.6,-0.1
255,Kai Jones,2909040,C,22,CHO,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,550,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,0.062,-4.8,0.8,-4.0,-0.3
256,Blake Griffin,2905851,C,33,BOS,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1.0,1.6,0.625,0.573,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,569,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.153,-1.4,1.5,0.1,0.3
257,Robin Lopez,2905851,C,34,CLE,37,2,8.1,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,299,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1
258,Markieff Morris,2905851,PF,33,BRK/DAL,35,2,10.1,1.3,3.3,0.409,0.8,2.0,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1.0,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,355,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1
259,Andre Iguodala,2905851,PF,39,GSW,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1.0,0.5,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,113,7.3,0.521,0.6,0.2,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0.0,0.1,0.1,0.044,-4.3,1.7,-2.5,0.0
260,Serge Ibaka,2905851,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,185,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,0.058,-4.6,0.0,-4.5,-0.1
261,Udonis Haslem,2905851,C,42,MIA,7,1,10.1,1.4,4.1,0.345,0.4,1.3,0.333,1.0,2.9,0.35,0.397,0.6,0.7,0.8,0.6,1.0,1.6,0.0,0.1,0.3,0.1,1.6,3.9,71,6.2,0.433,0.31,0.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,-0.1,0.1,0.0,-0.009,-8.2,-3.9,-12.1,-0.2
262,Wesley Matthews,2905851,SF,36,MIL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,820,7.0,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.4,0.8,-2.7,-0.1
263,Austin Rivers,2905851,SG,30,MIN,52,10,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2
264,Bismack Biyombo,2905851,C,30,PHO,61,14,14.3,2.0,3.4,0.578,0.0,0.0,,2.0,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,874,14.4,0.555,0.0,0.34,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2
265,Taj Gibson,2905851,C,37,WAS,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1
266,Precious Achiuwa,2840160,C,23,TOR,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,1140,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1
